VIN,Stock#,Year,Make,Model,Type,Drive,Odo,Engine,Transmission,Ext color,yard_number,yard_name,Live Start,day_of_week,Event,time_zone,item,lot_number,vehicle_type,year,make,model_group,model_detail,body_style,color,damage_description,secondary_damage,sale_title_state,sale_title_type,has_keys,lot_cond_code,odometer_brand,est_retail_value,repair_cost,fuel_type,cylinders,runs_drives,sale_status,high_bid_non_vix_sealed_vix,special_note,Location,location_state,location_zip5,location_zip4,location_country,currency_code,image_thumbnail,create_date_time,grid_row,make_an_offer_eligible,Current Bid,image_url,trim,last_updated_time,rentals,copart_select,source,Timestamp
WDBRF92H96F781182,DCS483117,2006,Mercedes-Benz,C-Class,Sedan,AWD,184027                                                                                                        ACTUAL,3.0L NA V6 double overhead cam (DOHC) 24V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2006 Mercedes-Benz C-Class ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
WVGAV75NX9W518884,NNH22337,2009,VOLKSWAGEN,Tiguan,SUV,FWD,157557                                                                                                        ACTUAL,2.0L I4 Turbo 200hp 207ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2009 VOLKSWAGEN Tiguan ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JF1SF6358XH724747,PWW347804,1999,Subaru,Forester,WAGON,AWD,185286                                                                                                        ACTUAL,2L NA H4 single overhead cam (SOHC) 16V,Automatic,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1999 Subaru Forester ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5TDZA22C45S298676,PVV141823,2005,Toyota,SIENNA XLE,MINI VAN,FWD,206767                                                                                                        ACTUAL,3.3L V6 230hp 242ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2005 Toyota SIENNAXLE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1MEHM40W29G633427,DDI902585,2009,Mercury,Sable,Sedan,FWD,94594                                                                                                        ACTUAL,3.5L V6 263hp 249ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2009 Mercury Sable ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
YV1TH59H041374081,NPD61450,2004,Volvo,S80,Sedan,AWD,187614                                            TMU,2L TC I5 double overhead cam (DOHC) 20V,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2004 Volvo S80 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JF1SG65647H727681,PEI132110,2007,Subaru,Forester,WAGON,AWD,160124                                                                                                        ACTUAL,2.5L H4 173hp 166ft. lbs. PZEV,Automatic,GOLD,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2007 Subaru Forester ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5TDBA22C75S035034,PRS34270,2005,Toyota,SIENNA XLE LIMITED,MINI VAN,AWD,227443                                                                                                        ACTUAL,3.3L V6 230hp 242ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2005 Toyota SIENNAXLELIMITED ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1MEFM55S83G622149,DCB1002541,2003,Mercury,Sable,Sedan,FWD,199481                                                                                                        ACTUAL,3.0L NA V6 double overhead cam (DOHC) 24V,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2003 Mercury Sable ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1WWBB15M7HF104899,NCS154402,1987,WINNEBAGO,LeSharo,RV,FWD,86582                                                                                                        ACTUAL,4 - Cyl.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 1987 WINNEBAGO LeSharo ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
2T1BR32EX3C161507,PEI132012,2003,Toyota,Corolla LE,Sedan,FWD,78252                                                                                                        ACTUAL,1.8L I4 130hp 125ft. lbs.,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2003 Toyota CorollaLE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4M2CU57165DJ08680,DKD386193,2005,Mercury,Mariner,SUV,4X4,115420                                                                                                        ACTUAL,3.0L V6 200hp 193ft. lbs.,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Mercury Mariner ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2S3DB217986110584,PRU790062,2008,Suzuki,XL7,SUV,FWD,121795                                                                                                        ACTUAL,3.6L V6 252hp 243ft. lbs.,Automatic,WHITE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 Suzuki XL7 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1BF28B32U202573,PCS373771,2002,Toyota,Avalon,SUV,FWD,220224                                                                                                        ACTUAL,3.6L V6 252hp 243ft. lbs.,Automatic,GREEN,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2002 Toyota Avalon ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3MEHM0JA3AR602681,DCB1001746,2010,Mercury,Milan,Sedan,FWD,149823                                                                                                        ACTUAL,2.5L I4 175hp 172ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2010 Mercury Milan ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2T1CF22P3XC209413,PWW347655,1999,Toyota,Camry Solara,coupe,FWD,114571                                                                                                        ACTUAL,3.0L V6 200hp 214ft. lbs.,Automatic,GREEN,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1999 Toyota CamrySolara ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1BK36B56U070006,PCS373476,2006,Toyota,AVALON XL,Sedan,FWD,186967                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2006 Toyota AVALONXL ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1MEHM40146G618329,DCB1002193,2006,Mercury,Montego,Sedan,FWD,211101                                                                                                        ACTUAL,3.0L NA V6 double overhead cam (DOHC) 24V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2006 Mercury Montego ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
4T1CE38PX4U789821,PEI131967,2004,Toyota,CAMRY SOLARA SE,coupe,FWD,187525                                                                                                        ACTUAL,2.4L I4 157hp 162ft. lbs.,Manual,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 Toyota CAMRYSOLARASE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1MEFM55S72A615856,DWW350077,2002,Mercury,Sable,Sedan,FWD,114272                                                                                                        ACTUAL,3.0L NA V6 double overhead cam (DOHC) 24V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2002 Mercury Sable ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2T1BR32E67C790574,PCA59410,2007,Toyota,COROLLA,Sedan,FWD,137754                                                                                                        ACTUAL,1.8L I4 126hp 122ft. lbs.,Manual,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2007 Toyota COROLLA ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTEEP21A850112987,PET478141,2005,Toyota,HIGHLANDER,SUV,AWD,162754                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2005 Toyota HIGHLANDER ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4M2DU86W45ZJ31705,DCB1002486,2005,Mercury,Mountaineer,SUV,AWD,233815                                                                                                        ACTUAL,Triton 4.6L V8 239hp 282ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Mercury Mountaineer ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
9BWDE61J724014251,PEI132090,2002,VOLKSWAGEN,GTI 1.8T,HATCHBACK,FWD,118938                                                                                                        ACTUAL,1L TC I4 double overhead cam (DOHC) 20V,Manual,Red,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2002 VOLKSWAGEN GTI1.8T ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5TDBT48A94S213780,PRS34230,2004,Toyota,SEQUOIA,SUV,4WD,323773                                                                                                        ACTUAL,4L NA V8 double overhead cam (DOHC) 32V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2004 Toyota SEQUOIA ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3F91H565799,DCS481238,1973,Mercury,Cougar,2 DOOR COUPE,4WD,40053                                                                                                        ACTUAL,4L NA V8 double overhead cam (DOHC) 32V,Automatic,GREEN,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 1973 Mercury Cougar ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
WVGBV3AXXDW055321,PCA59441,2013,VOLKSWAGEN,Tiguan,SUV,AWD,192833                                                                                                        ACTUAL,2.0L Turbo I4 200hp 207ft. lbs.,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2013 VOLKSWAGEN Tiguan ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1CA30PX8U148097,PEI132129,2008,Toyota,CAMRY SOLARA SLE,coupe,FWD,94881                                                                                                        ACTUAL,3.3L V6 210hp 220ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2008 Toyota CAMRYSOLARASLE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3VWDD21C61M444344,PWW347789,2001,VOLKSWAGEN,NEW BEETLE GLX 1.8T,HATCHBACK,FWD,81458                                                                                                        ACTUAL,1L TC I4 double overhead cam (DOHC) 20V,Manual,YELLOW,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 Mercury MarinerHybrid ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3VWDD21C61M444344,PWW347789,2001,VOLKSWAGEN,NEW BEETLE GLX 1.8T,HATCHBACK,FWD,284734                                                                                                        ACTUAL,2.3L inline 4 double overhead camshaft 16V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2008 Mercury MarinerHybrid ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
4T1BF28B2YU023742,PMG30029,2000,Toyota,AVALON XL,Sedan,FWD,244377                                                                                                        ACTUAL,3.0L V6 210hp 220ft. lbs.,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2000 Toyota AVALONXL ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
WMWZC3C5XEWP25288,DHV46283,2014,MINI,Cooper,WAGON,FWD,138070                                                                                                        ACTUAL,1.6L Turbo I4 181hp 177ft. lbs.,Automatic,BROWN,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2014 MINI Cooper ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
WVWFA71F38V021586,PWW346600,2008,VOLKSWAGEN,Eos,CONVERTIBLE,FWD,169288                                                                                                        ACTUAL,2.0L I4 Turbo 200hp 207ft. lbs.,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 VOLKSWAGEN Eos ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2T1BR32E83C022735,PCA59415,2003,Toyota,COROLLA,Sedan,FWD,182423                                                                                                        ACTUAL,1.8L I4 130hp 125ft. lbs.,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2003 Toyota COROLLA ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YV1NC5677WJ000315,PEI132089,1998,Volvo,C70,CONVERTIBLE,FWD,94369                                                                                                        ACTUAL,2L TC I5 double overhead cam (DOHC) 20V,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1998 Volvo C70 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JT3HP10V9Y7166282,PET478132,2000,Toyota,RAV4,SUV,AWD,141233                                                                                                        ACTUAL,2.0L NA I4 double overhead cam (DOHC) 16V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2000 Toyota RAV4 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YV1CZ91H941041152,PCS373661,2004,Volvo,XC90 T6 AWD,SUV,FWD,165017                                                                                                        ACTUAL,6 - Cyl.,Automatic,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 Volvo XC90T6AWD ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JA4JT3AW8CU000383,DKD385853,2012,Mitsubishi,Outlander,SUV,AWD,198079                                                                                                        ACTUAL,2.4L I4 168hp 167ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2012 Mitsubishi Outlander ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
